,ticker,optionType,strike,expirationDate,volume,impliedVolatility,lastPrice,change,percentChange,delta,gamma,theta,vega,rho,moneyness,intrinsic_value,openInterest,bid,ask
60,TSLA,Call,357.5,2025-09-12T00:00:00.000,29543,0.8479082061950438,3.21,1.38,75.409836,0.3240949872297937,0.023146946253045208,-4.0611388935504005,0.06585093267726295,0.0030193719016188016,0.9788814091182255,0,6215,3.15,3.25
62,TSLA,Call,362.5,2025-09-12T00:00:00.000,27318,0.8089368800741961,1.72,0.70000005,68.62746,0.20943786335603493,0.019419457801996914,-3.099153121918033,0.05270734309350429,0.001960898685278576,0.9653795965786638,0,14314,1.73,1.75
160,TSLA,Put,352.5,2025-09-12T00:00:00.000,23758,0.3165533068643204,3.79,-4.76,-55.672516,0,0.06290721712450467,0,0.06681388371636954,0,0.9927662518007535,2.549896240234375,2761,3.7,3.8
269,TSLA,Call,360,2025-09-19T00:00:00.000,22493,0.5447827312489765,7.2,2.4499998,51.578945,0.3821439733241534,0.013513184693770988,-0.9945938763758331,0.1976015837352037,0.027732892737743913,0.9720836215549045,0,16384,7.1,7.2
56,TSLA,Call,347.5,2025-09-12T00:00:00.000,20718,1.0287891074467785,8.8,3.5,66.037735,0.5633363311024278,0.020902793905799244,-5.405641544064602,0.07215228423543431,0.00515998924714905,1.0070506583014838,2.450103759765625,8855,8.75,8.9
267,TSLA,Call,350,2025-09-19T00:00:00.000,17210,0.5771582696777541,12.05,3.6000004,43.113777,0.5204627477131519,0.013324123713825539,-1.105473115456016,0.20641580848077748,0.0372791216581502,0.999857439313616,0,22983,11.95,12.05
156,TSLA,Put,342.5,2025-09-12T00:00:00.000,17151,0.5040326058991542,1.06,-2.44,-69.71429,0,0.03054318800577262,0,0.05165262365902283,0,1.021752127765739,0,5628,1.05,1.06
55,TSLA,Call,345,2025-09-12T00:00:00.000,15711,1.0970800528327995,10.7,4.0499997,60.90225,0.6097657446774363,0.019096087320815167,-5.616909894482515,0.0702913848122852,0.005553084537507386,1.0143481268399004,4.950103759765625,9648,10.7,10.75
53,TSLA,Call,340,2025-09-12T00:00:00.000,13229,1.278562846212887,15.05,5.24,53.41488,0.6794337792640348,0.015280936728419651,-6.105172640992676,0.06555283013733748,0.006101860864420239,1.0292650110581343,9.950103759765625,5570,14.9,15.05
277,TSLA,Call,400,2025-09-19T00:00:00.000,12899,0.5684750183856774,0.77,0.27999997,57.14285,0.062291466642292286,0.004164861187922604,-0.3303810410712937,0.06355083942388288,0.00460907511557658,0.874875259399414,0,38414,0.76,0.77
268,TSLA,Call,355,2025-09-19T00:00:00.000,12846,0.5535154846410985,9.3,2.9,45.3125,0.45098813014647293,0.013806434930890163,-1.0514087482795405,0.20512599515134763,0.032553061466121844,0.9857749401683539,0,7362,9.35,9.45
154,TSLA,Put,337.5,2025-09-12T00:00:00.000,12484,0.5657554533701434,0.54,-1.5,-73.52941,0,0.01780619946495196,0,0.033800207907490165,0,1.0368891963252316,0,4662,0.53,0.56
271,TSLA,Call,370,2025-09-19T00:00:00.000,12477,0.5366918853506083,4.15,1.51,57.196968,0.25771159777223107,0.011612293821350747,-0.8263930890270786,0.1672832358808228,0.01885724939846296,0.9458110912426098,0,18236,4.15,4.2
423,TSLA,Put,350,2025-09-19T00:00:00.000,12288,0.361963753219828,7.35,-3.56,-32.630615,0,0.021256131669696605,0,0.20651837074539825,0,0.999857439313616,0.049896240234375,7053,7.35,7.45
153,TSLA,Put,335,2025-09-12T00:00:00.000,12255,0.5963792646583742,0.39,-1.2,-75.4717,0,0.013367461202691854,0,0.026747971774946658,0,1.0446271754022856,0,9520,0.39,0.4
65,TSLA,Call,375,2025-09-12T00:00:00.000,11798,0.8130056514927181,0.34,0.06999999,25.92592,0.0547134680072776,0.0074391233234209365,-1.1977725537197936,0.02029246061271365,0.0005152598303069429,0.9332002766927083,0,14315,0.35,0.36
990,TSLA,Call,400,2025-10-17T00:00:00.000,11055,0.5305611948882957,7.75,1.7800002,29.815748,0.24344793814486848,0.005372782835181314,-0.3797882508121114,0.3443155677360542,0.07638374585480329,0.874875259399414,0,17983,7.65,7.75
54,TSLA,Call,342.5,2025-09-12T00:00:00.000,11034,1.1960898613999784,12.9,4.7,57.31707,0.6468285841785903,0.016961369403929377,-5.930055588605488,0.06806817562281911,0.005848156990358356,1.021752127765739,7.450103759765625,2444,12.85,13
151,TSLA,Put,330,2025-09-12T00:00:00.000,10731,0.6638928786817777,0.22,-0.67999995,-74.725266,0,0.007607153964428232,0,0.016944923213534194,0,1.0604548598780776,0,16839,0.23,0.24
66,TSLA,Call,380,2025-09-12T00:00:00.000,9262,0.8467795254268056,0.2,0.019999996,11.111108,0.033324591213206835,0.004784838658199314,-0.8354807920845958,0.013594305815322661,0.0003140258672003703,0.9209213256835938,0,24252,0.2,0.21
273,TSLA,Call,380,2025-09-19T00:00:00.000,8707,0.5378186762323663,2.31,0.8499999,58.21917,0.16260156588507074,0.0088245286966682,-0.6288843643382143,0.1273904216002829,0.011965465173256078,0.9209213256835938,0,13614,2.3,2.32
419,TSLA,Put,340,2025-09-19T00:00:00.000,8178,0.39856467071733076,4,-2.38,-37.304077,0,0.016759819564677834,0,0.1792988541649341,0,1.0292650110581343,0,11451,3.95,4.05
270,TSLA,Call,365,2025-09-19T00:00:00.000,7051,0.5394929762738983,5.5,1.8800001,51.93371,0.3169379158958621,0.012742704060234335,-0.9179191058209133,0.18452566016640445,0.023104100066446212,0.9587674075610018,0,7521,5.5,5.55
272,TSLA,Call,375,2025-09-19T00:00:00.000,6917,0.5359353645085948,3.1,1.1299999,57.360397,0.2059305372778747,0.010260327649162966,-0.7270371688411301,0.14759886603406563,0.015115706934289657,0.9332002766927083,0,14461,3.05,3.15
421,TSLA,Put,345,2025-09-19T00:00:00.000,6361,0.3801117356051328,5.45,-3,-35.50296,0,0.019384571976568406,0,0.19777749411603637,0,1.0143481268399004,0,4202,5.45,5.55
545,TSLA,Call,350,2025-09-26T00:00:00.000,6013,0.5344094780964657,15.37,3.7699995,32.499992,0.5271173478390062,0.010498463597134914,-0.7553844090038904,0.2823647938611509,0.06949100160404083,0.999857439313616,0,3318,15.35,15.45
1536,TSLA,Call,500,2025-12-19T00:00:00.000,5990,0.5849650720439993,8.04,1.0900002,15.683455,0.16272981011699278,0.0023075312470101452,-0.19962515885609297,0.44836541893055815,0.13265271450930438,0.6999002075195313,0,24325,8,8.1
265,TSLA,Call,345,2025-09-19T00:00:00.000,5872,0.594645435943277,15,4.05,36.986305,0.5854280577463793,0.012651291065973779,-1.117146201602762,0.201930682558368,0.041615476066240775,1.0143481268399004,4.950103759765625,7534,14.95,15.1
275,TSLA,Call,390,2025-09-19T00:00:00.000,5839,0.5443480408256807,1.26,0.44,53.65854,0.09793964555442497,0.006128826015226685,-0.4465183785260282,0.08954953452603508,0.007235942821691112,0.8973079583583734,0,7576,1.29,1.31
51,TSLA,Call,335,2025-09-12T00:00:00.000,5817,1.4190719928627613,19.35,5.59,40.625,0.7344768756167229,0.012613619601306646,-6.209789364416555,0.06005698793942367,0.006511787913184128,1.0446271754022856,14.950103759765625,4766,19.5,19.75
149,TSLA,Put,325,2025-09-12T00:00:00.000,5429,0.7571561232544408,0.16,-0.35999998,-69.230774,0,0.0048315094669950445,0,0.012274043624906038,0,1.076769550030048,0,8998,0.15,0.16
152,TSLA,Put,332.5,2025-09-12T00:00:00.000,5345,0.6478336424829381,0.33,-0.8399999,-71.79487,0,0.010451143142154626,0,0.022716775300133923,0,1.0524815150669642,0,7254,0.29,0.3
549,TSLA,Call,370,2025-09-26T00:00:00.000,5285,0.5160070449340544,7.24,2.1899996,43.366325,0.321116931325546,0.009783216857056803,-0.6496457385417747,0.25406682427977734,0.043206124699887265,0.9458110912426098,0,6005,7.15,7.25
424,TSLA,Put,355,2025-09-19T00:00:00.000,5243,0.3472370458334612,9.84,-4.0599995,-29.398983,0,0.02156706413980487,0,0.2010140706742777,0,0.9857749401683539,5.049896240234375,3517,9.75,9.85
415,TSLA,Put,330,2025-09-19T00:00:00.000,5104,0.43214705657932373,2.06,-1.3400002,-39.41177,0,0.011205458003367851,0,0.12997820867007978,0,1.0604548598780776,0,14560,2.06,2.07
67,TSLA,Call,385,2025-09-12T00:00:00.000,4647,0.8813759350932079,0.12,0,0,0.020495514202762265,0.0030619531519088298,-0.5790858881062277,0.009054805352661203,0.00019321663895524393,0.9089613084669237,0,7479,0.12,0.13
287,TSLA,Call,450,2025-09-19T00:00:00.000,4395,0.6672615364089902,0.07,0,0,0.006437493839906814,0.0005234697309190705,-0.05697894248066275,0.009375556190458885,0.0004784222766527653,0.7776668972439236,0,10337,0.08,0.09
1289,TSLA,Call,400,2025-11-21T00:00:00.000,4029,0.5707835175101936,18.48,2.58,16.30847,0.35412064503086194,0.004222216345027596,-0.35098232904555354,0.5741027718020156,0.20511132902777512,0.874875259399414,0,27649,18.4,18.5
52,TSLA,Call,337.5,2025-09-12T00:00:00.000,4000,1.360629417552499,17.25,5.6000004,48.068676,0.7073963365173925,0.013791903518783928,-6.240753964525568,0.06296271626302852,0.0063096827770832776,1.0368891963252316,12.450103759765625,4416,17.3,17.45
263,TSLA,Call,340,2025-09-19T00:00:00.000,3944,0.6250697323623372,18.5,4.75,34.545456,0.6433576061599485,0.01151484501074283,-1.1259932611349066,0.19319502657851284,0.045291629814862115,1.0292650110581343,9.950103759765625,8955,18.55,18.65
411,TSLA,Put,320,2025-09-19T00:00:00.000,3923,0.4731849588863787,1.09,-0.73,-40.10989,0,0.006767307661047763,0,0.08595204781223309,0,1.0935940742492676,0,18534,1.08,1.1
980,TSLA,Call,350,2025-10-17T00:00:00.000,3762,0.5348812304641896,24.05,4.0999985,20.55137,0.5424579774013638,0.006747966177314356,-0.49541900767636415,0.4359655222038164,0.163512222388195,0.999857439313616,0,12017,23.85,24
147,TSLA,Put,320,2025-09-12T00:00:00.000,3722,0.836635943407408,0.11,-0.22000001,-66.66667,0,0.0030713220152361466,0,0.008621468788304502,0,1.0935940742492676,0,11165,0.11,0.12
68,TSLA,Call,390,2025-09-12T00:00:00.000,3531,0.926729728186561,0.08,0,0,0.013646528664249123,0.0020564473877681217,-0.42989176924504724,0.006394256984852306,0.00012864668827437253,0.8973079583583734,0,6239,0.08,0.09
50,TSLA,Call,332.5,2025-09-12T00:00:00.000,3450,1.4832924431196803,21.53,5.6900005,35.921722,0.7577421443922554,0.011500258027339073,-6.186800885417222,0.057233954972786945,0.00667512170008814,1.0524815150669642,17.450103759765625,3732,22,22.15
2642,TSLA,Call,700,2026-06-18T00:00:00.000,3392,0.6173844460002177,13.69,1.29,10.403226,0.16978946890996094,0.001336204644797717,-0.13101433008366184,0.7750078137187956,0.3507889269441034,0.499928719656808,0,39363,13.65,13.75
422,TSLA,Put,347.5,2025-09-19T00:00:00.000,3294,0.3764709592159873,6.45,-3.1500006,-32.812504,0,0.02016153939045842,0,0.2037344846054966,0,1.0070506583014838,0,1636,6.3,6.4
266,TSLA,Call,347.5,2025-09-19T00:00:00.000,3219,0.5719512199033515,13.2,3.5999994,37.499992,0.5539574152397384,0.01333981243949857,-1.089026227643616,0.20479440605972868,0.03959615450775629,1.0070506583014838,2.450103759765625,3476,13.4,13.5
632,TSLA,Put,345,2025-09-26T00:00:00.000,2987,0.4005508347839205,8.7,-2.6000004,-23.008852,0,0.013652845915359785,0,0.2752272798308056,0,1.0143481268399004,0,1194,8.35,8.5
417,TSLA,Put,335,2025-09-19T00:00:00.000,2935,0.41506656228611893,2.88,-1.8399997,-38.983047,0,0.013945846176063653,0,0.15537172748815103,0,1.0446271754022856,0,6380,2.87,2.88
416,TSLA,Put,332.5,2025-09-19T00:00:00.000,2928,0.42302717068154044,2.43,-1.6200001,-40,0,0.012553552691691469,0,0.1425424726793369,0,1.0524815150669642,0,1027,2.41,2.43
547,TSLA,Call,360,2025-09-26T00:00:00.000,2927,0.5216652314575073,10.7,2.9499998,38.06451,0.42100919439465473,0.010567848592217677,-0.7204863453314423,0.2774528067710753,0.05615022380639373,0.9720836215549045,0,3839,10.6,10.7
425,TSLA,Put,360,2025-09-19T00:00:00.000,2919,0.33310140351781237,12.9,-4.450001,-25.648418,0,0.020069624672221884,0,0.17944240820417903,0,0.9720836215549045,10.049896240234375,3623,12.55,12.65
403,TSLA,Put,290,2025-09-19T00:00:00.000,2884,0.6713362480345252,0.35,-0.08000001,-18.604652,0,0.0017162160468643555,0,0.03092583476840991,0,1.2067244957233298,0,12237,0.33,0.35
150,TSLA,Put,327.5,2025-09-12T00:00:00.000,2693,0.7199017724950871,0.2,-0.5,-71.42857,0,0.006190960489984917,0,0.014953768879055149,0,1.0685499351443226,0,9068,0.18,0.19
278,TSLA,Call,405,2025-09-19T00:00:00.000,2691,0.5755723973500534,0.58,0.19,48.71795,0.04829445688671287,0.0033640754780717213,-0.27338977177568696,0.051972674420577444,0.003577128810635989,0.8640743302710262,0,5232,0.57,0.59
555,TSLA,Call,400,2025-09-26T00:00:00.000,2581,0.5306214836858218,2.13,0.71000016,50.00001,0.12027281690486691,0.005322586410826628,-0.3704875621643586,0.1421406176541708,0.016421706063837305,0.874875259399414,0,7073,2.12,2.16
553,TSLA,Call,390,2025-09-26T00:00:00.000,2528,0.5209015145516324,3.18,1.03,47.906975,0.16909300273650685,0.006824343297572901,-0.45882714541975034,0.17890691782519094,0.023011279665489402,0.8973079583583734,0,1597,3.15,3.25
274,TSLA,Call,385,2025-09-19T00:00:00.000,2521,0.5434409470686429,1.74,0.65,59.633026,0.1281262510445481,0.0074383050433151025,-0.5406186104409342,0.1085014941809192,0.009446092021345616,0.9089613084669237,0,6165,1.71,1.73
981,TSLA,Call,355,2025-10-17T00:00:00.000,2444,0.5299673349184685,21.55,3.75,21.067417,0.5083141115292398,0.0068478729373634036,-0.4921578749468768,0.43835572730584393,0.1541930065369748,0.9857749401683539,0,3646,21.4,21.5
1078,TSLA,Put,330,2025-10-17T00:00:00.000,2416,0.44519250921514886,10.15,-2.0700006,-16.939447,0,0.00713011233010818,0,0.3834123606447069,0,1.0604548598780776,0,8568,10,10.15
546,TSLA,Call,355,2025-09-26T00:00:00.000,2357,0.5243355548516555,12.8,3.3000002,34.77345,0.47361862130273175,0.010701495481115764,-0.7391758386816282,0.28239982822059817,0.06285324068525265,0.9857749401683539,0,3411,12.75,12.85
984,TSLA,Call,370,2025-10-17T00:00:00.000,2332,0.5236432339309225,15.4,3.0499992,24.796741,0.4080518864110935,0.006747136380141778,-0.4697658652733749,0.42675328664800927,0.1256526246466162,0.9458110912426098,0,5413,15.4,15.45
986,TSLA,Call,380,2025-10-17T00:00:00.000,2325,0.5187327413404909,12.05,2.2799997,23.33674,0.3445749255583668,0.006459669964283355,-0.4395843043240665,0.40473976937278683,0.10704726340487408,0.9209213256835938,0,8842,12.15,12.3
148,TSLA,Put,322.5,2025-09-12T00:00:00.000,2306,0.8045902489707796,0.14,-0.26999998,-65.85366,0,0.00393957779542234,0,0.010635155266284342,0,1.085116600805475,0,5213,0.12,0.13
405,TSLA,Put,300,2025-09-19T00:00:00.000,2250,0.5895992485340115,0.43,-0.19,-29.6875,0,0.0025015496297420728,0,0.03958908102220676,0,1.1665003458658854,0,19476,0.44,0.45
2134,TSLA,Call,600,2026-03-20T00:00:00.000,2195,0.6031895859809757,11.1,1.2000008,12.121221,0.1651769470957592,0.001631062245144279,-0.15161151144191018,0.62718745014641,0.24311509745829124,0.5832501729329427,0,3955,11,11.1
143,TSLA,Put,310,2025-09-12T00:00:00.000,2081,1.0205005716054512,0.07,-0.1,-58.82353,0,0.0015220075505451018,0,0.005211340474543557,0,1.1288713024508568,0,4847,0.07,0.08
2112,TSLA,Call,400,2026-03-20T00:00:00.000,1916,0.5576521621033173,40.5,3.4500008,9.311743,0.46838958809178655,0.002824515810751507,-0.23301790963584648,1.004107914425284,0.6424237572881033,0.874875259399414,0,8475,40.4,40.6
1769,TSLA,Call,400,2026-01-16T00:00:00.000,1903,0.5506018043463757,28.95,2.9500008,11.346156,0.4182644423979979,0.0034361015033060912,-0.27175632281018136,0.8061701703942539,0.40856312320705157,0.874875259399414,0,36013,29.05,29.15
982,TSLA,Call,360,2025-10-17T00:00:00.000,1885,0.5278987965397027,19.34,3.5200005,22.25032,0.4744496458771921,0.006862091996970632,-0.4879493247334547,0.43755142001806135,0.14468420002537719,0.9720836215549045,0,9736,19.2,19.35
633,TSLA,Put,350,2025-09-26T00:00:00.000,1773,0.380582355451793,10.5,-3.29,-23.857868,0,0.014751111239008664,0,0.2825426639370167,0,0.999857439313616,0.049896240234375,1263,10.4,10.5
710,TSLA,Call,400,2025-10-03T00:00:00.000,1769,0.5444506814862242,4.3,1.1700001,37.38019,0.1800476931142294,0.005610564007890991,-0.41343401772342037,0.2254795382165157,0.0353854683702653,0.874875259399414,0,5132,4.3,4.35
420,TSLA,Put,342.5,2025-09-19T00:00:00.000,1768,0.401200049984292,4.9,-2.4299998,-33.151432,0,0.017669241901021256,0,0.19027786540330127,0,1.021752127765739,0,1061,4.65,4.75
1071,TSLA,Put,295,2025-10-17T00:00:00.000,1762,0.49009084747581766,3.15,-0.75,-19.230768,0,0.0035517264561173894,0,0.21025096214546093,0,1.186271538168697,0,4344,3.1,3.2
2667,TSLA,Call,950,2026-06-18T00:00:00.000,1746,0.665924102534993,6.47,0.77,13.508773,0.08565511140120491,0.0007667760612838205,-0.08635372092548917,0.4797010841160105,0.18031244477462083,0.3683685302734375,0,115477,6.25,6.35
47,TSLA,Call,325,2025-09-12T00:00:00.000,1705,1.8791316572230885,29.31,6.6099987,29.118937,0.7888083433085624,0.00840080704827242,-7.247203338850876,0.05296605262329158,0.006759823605134252,1.076769550030048,24.950103759765625,1432,29.4,29.55
2124,TSLA,Call,500,2026-03-20T00:00:00.000,1656,0.5746494531961179,20,1.9599991,10.864739,0.2732212401224494,0.0022923863588094106,-0.1959419135570242,0.8397766656082922,0.39360608911622946,0.6999002075195313,0,6233,19.95,20.1
281,TSLA,Call,420,2025-09-19T00:00:00.000,1643,0.6115758970386537,0.29,0.099999994,52.631573,0.024980689061438573,0.0018433655674275913,-0.16887209613961257,0.030260159143684077,0.0018524919954062177,0.8332145327613467,0,9902,0.28,0.29
1378,TSLA,Put,290,2025-11-21T00:00:00.000,1635,0.5252944853508708,8.13,-1.3199997,-13.968251,0,0.0031023121471114995,0,0.3882094225900549,0,1.2067244957233298,0,5268,8.1,8.25
413,TSLA,Put,325,2025-09-19T00:00:00.000,1580,0.45089348843065424,1.48,-1,-40.32258,0,0.008769529237453246,0,0.10613524325684481,0,1.076769550030048,0,7635,1.49,1.51
1082,TSLA,Put,350,2025-10-17T00:00:00.000,1573,0.43122206342246033,18.2,-3.08,-14.473683,0,0.008379258037849478,0,0.43644389965279534,0,0.999857439313616,0.049896240234375,4323,18.05,18.2
146,TSLA,Put,317.5,2025-09-12T00:00:00.000,1572,0.8989490502387061,0.11,-0.16000001,-61.538464,0,0.0027049478332414546,0,0.008158557158815229,0,1.1022050512118602,0,3631,0.1,0.11
551,TSLA,Call,380,2025-09-26T00:00:00.000,1508,0.5155592905869829,4.8,1.5200002,47.05883,0.23569033368755582,0.008415572733294983,-0.5558590216387606,0.21835992832548506,0.031923228792794765,0.9209213256835938,0,3149,4.75,4.8
776,TSLA,Put,295,2025-10-03T00:00:00.000,1483,0.5248922029436186,1.71,-0.38999987,-18.571423,0,0.0032799541677260425,0,0.12708080765946586,0,1.186271538168697,0,412,1.65,1.69
407,TSLA,Put,310,2025-09-19T00:00:00.000,1446,0.5273807166315383,0.65,-0.33000004,-33.673473,0,0.004041340737255186,0,0.057208306315069554,0,1.1288713024508568,0,9350,0.64,0.66
700,TSLA,Call,350,2025-10-03T00:00:00.000,1419,0.5407811763346901,18.9,3.5,22.727274,0.533260514044304,0.008556666387116232,-0.6346575784301741,0.34156096785564544,0.10108823531116115,0.999857439313616,0,2054,19.15,19.25
259,TSLA,Call,330,2025-09-19T00:00:00.000,1415,0.7217436899407623,26.79,6,28.860027,0.7293905466427995,0.008852470809243382,-1.1567644436361786,0.17149713719369103,0.050073489858419695,1.0604548598780776,19.950103759765625,12358,26.5,26.7
1779,TSLA,Call,500,2026-01-16T00:00:00.000,1405,0.5768940910621397,11.5,1.4399996,14.31411,0.20115080431463533,0.0023590521152424804,-0.20011864933748633,0.5799048428847584,0.2049144820504357,0.6999002075195313,0,30235,11.45,11.6
3127,TSLA,Put,170,2026-09-18T00:00:00.000,1400,0.6080656210141547,7.3,0,0,0,0.0005590914569406969,0,0.42432208332592336,0,2.0585300221162686,0,2626,6.75,6.85
264,TSLA,Call,342.5,2025-09-19T00:00:00.000,1387,0.5892573651042595,16.31,3.959999,32.06477,0.6180406607905027,0.012491452175488187,-1.085654623376647,0.19757287738233592,0.04382978484852395,1.021752127765739,7.450103759765625,1302,16.7,16.85
418,TSLA,Put,337.5,2025-09-19T00:00:00.000,1354,0.4050952164501892,3.37,-2.0300002,-37.592594,0,0.01540247158779733,0,0.16747766874845674,0,1.0368891963252316,0,1342,3.35,3.4
559,TSLA,Call,420,2025-09-26T00:00:00.000,1334,0.5580607123965939,1.01,0.31,44.285713,0.0615653695572354,0.003070123484184461,-0.2355869074714012,0.08622792606808456,0.008438961971738152,0.8332145327613467,0,1630,1,1.03
145,TSLA,Put,315,2025-09-12T00:00:00.000,1317,0.9337239240315325,0.09,-0.14,-58.333332,0,0.002169144662920968,0,0.0067955778468783545,0,1.1109527103484622,0,9313,0.09,0.1
985,TSLA,Call,375,2025-10-17T00:00:00.000,1315,0.5180635909113648,13.52,2.5700006,23.470325,0.37473921467357685,0.006658456692649533,-0.45290145988911695,0.4166568636630826,0.11600879381050319,0.9332002766927083,0,3134,13.65,13.8
2582,TSLA,Call,150,2026-06-18T00:00:00.000,1309,0.8384023641933658,213.45,7.949997,3.8686116,0.9409274649303406,0.0004579326887772291,-0.09660003764699342,0.3606878893478905,0.8885409839775358,2.3330006917317707,199.95010375976562,6039,211.75,213.65
2696,TSLA,Put,150,2026-06-18T00:00:00.000,1309,0.648723617460759,3.29,-0.09000015,-2.6627264,0,0.00037665347804560875,0,0.22955095895193162,0,2.3330006917317707,0,6260,3.25,3.35
140,TSLA,Put,300,2025-09-12T00:00:00.000,1306,1.235673836222247,0.06,-0.06,-54.545456,0,0.0009539067395066787,0,0.003954842176877822,0,1.1665003458658854,0,8405,0.05,0.06
1391,TSLA,Put,355,2025-11-21T00:00:00.000,1304,0.49692916091330624,31.8,-3.2000008,-9.1428585,0,0.005184977354341305,0,0.6137889764196125,0,0.9857749401683539,5.049896240234375,494,31.7,31.85
1072,TSLA,Put,300,2025-10-17T00:00:00.000,1291,0.4843436507036101,3.8,-0.79999995,-17.391302,0,0.004027540345348496,0,0.2356217623794004,0,1.1665003458658854,0,15011,3.7,3.8
399,TSLA,Put,270,2025-09-19T00:00:00.000,1285,0.8289326732815804,0.23,-0.040000007,-14.8148155,0,0.0008592691730866868,0,0.01911867828922952,0,1.2961114954065394,0,8641,0.23,0.24
979,TSLA,Call,345,2025-10-17T00:00:00.000,1283,0.5308581476568477,26.33,4.08,18.337078,0.5763143682507104,0.006712374519586072,-0.4874704191753738,0.4304042558613384,0.17294920073514727,1.0143481268399004,4.950103759765625,4243,26.5,26.6
1062,TSLA,Put,250,2025-10-17T00:00:00.000,1278,0.6234808235549701,0.96,-0.14000005,-12.727277,0,0.0010797539330105054,0,0.08131483490499095,0,1.3998004150390626,0,10393,0.94,0.97
394,TSLA,Put,245,2025-09-19T00:00:00.000,1265,1.0445679168755744,0.16,-0.02000001,-11.111116,0,0.00042537781551382325,0,0.011926716471556527,0,1.4283677704480229,0,3990,0.15,0.16
550,TSLA,Call,375,2025-09-26T00:00:00.000,1252,0.5128262851683059,5.85,1.75,42.682926,0.2751794929971255,0.009174525070434389,-0.6006380564455504,0.23679063199608485,0.037170859778179625,0.9332002766927083,0,1738,5.8,5.9
701,TSLA,Call,355,2025-10-03T00:00:00.000,1237,0.5390239683597703,16.55,3.3799992,25.664381,0.49047448413209127,0.008612061710368143,-0.6326197083620174,0.3426551628371761,0.09347986645199842,0.9857749401683539,0,2388,16.7,16.8
552,TSLA,Call,385,2025-09-26T00:00:00.000,1227,0.5183998833458082,3.92,1.29,49.049427,0.2004255349184178,0.007622254704081125,-0.5082422557444444,0.1988652955396583,0.027213261674304184,0.9089613084669237,0,5019,3.85,3.95
978,TSLA,Call,340,2025-10-17T00:00:00.000,1218,0.5415772096865233,29.41,4.459999,17.875748,0.6094284432171955,0.006448775995227417,-0.4887837894638315,0.42185146478674457,0.18134092300735233,1.0292650110581343,9.950103759765625,6543,29.45,29.6
1000,TSLA,Call,450,2025-10-17T00:00:00.000,1212,0.5645322030869109,2.59,0.6099999,30.808075,0.0955371663216979,0.002735504723915768,-0.21673022109228549,0.186529737662449,0.030420731112847033,0.7776668972439236,0,6371,2.58,2.61
787,TSLA,Put,350,2025-10-03T00:00:00.000,1175,0.4220490836845072,14.05,-3.1999998,-18.550722,0,0.010972272433939988,0,0.34182326144568004,0,0.999857439313616,0.049896240234375,1860,14,14.1
1523,TSLA,Call,400,2025-12-19T00:00:00.000,1175,0.5531031584316835,23.62,2.7700005,13.285375,0.3888325654013015,0.0038028896592536667,-0.30053774785381276,0.6986737818345965,0.30500678531859643,0.874875259399414,0,27000,23.55,23.7
